image,caption
../abc\PI3K\32549388_page2_94_0.jpg,Combined inhibition of MEK and PI3K pathways overcomes acquired resistance toEGFR-TKIs in non-small cell lung cancer
../abc\PI3K\32549388_page2_94_0.jpg,Inhibition of miR-23a increases the sensitivity of lungcancer stem cells to erlotinib through PTEN PI3K Akt pathway
../abc\PI3K\32560574_page2_100_0.jpg,KRAS G12C NSCLC models are sensitive to direct targeting of KRAS in combinationwith PI3K inhibition
../abc\PI3K\32560574_page2_100_0.jpg,The HSP90 inhibitor NVP-AUY922 attenuates intrinsic PI3K inhibitor resistance in KRAS-mutant non-small cell lung cancer
../abc\PI3K\32560574_page2_100_0.jpg,Eﬀective use of PI3K and MEK inhibitors to treat mutant Kras G12D and PIK3CAH1047R murine lung cancers
../abc\PI3K\33114576_page2_246_0.jpg,Synergy between the KEAP1 NRF2 and PI3K Pathways DrivesNon-Small-Cell Lung Cancer with an Altered Immune Microenvironment
../abc\PI3K\33114576_page2_246_0.jpg,PD-L1induced by IFN-γ from tumor-associated macrophages via the JAK STAT3 and PI3K AKT signaling pathwayspromoted progression of lung cancer
../abc\PI3K\33114576_page2_246_0.jpg,Safety and Eﬃcacy of Buparlisib BKM120 in Patients with PI3K Pathway-ActivatedNon-Small Cell Lung Cancer: Results from the Phase II BASALT-1 Study
../abc\PI3K\33114576_page2_246_0.jpg,Synergic eﬀect of PD-1 blockade and endostaron the PI3K AKT mTOR-mediated autophagy and angiogenesis in Lewis lung carcinoma mouse model
../abc\PI3K\33435440_page2_101_0.jpg,In addition MET gene ampliﬁcation causesﬁrst generation EGFR-TKI resistance by activating the EGFR-independent phosphorylationof ERBB3 and the downstream activation of the PI3K AKT pathway thus providing abypass mechanism
../abc\PI3K\33562150_page1_85_0.jpg,Incontrast the reduction of MERTK and its downstream signaling pathway by shRNA-mediated knockdown treatment of the MERTK inhibitor BMS-777607 or the PI3K inhibitordecreases PD-L1 expression
../abc\PI3K\33562150_page1_85_0.jpg,An epithelial-mesenchymal transition gene signature predicts resistance to EGFR and PI3K inhibitors and identiﬁes Axl as a therapeutic targetfor overcoming EGFR inhibitor resistance
../abc\PI3K\33562150_page1_85_0.jpg,EGFR- PI3K -PDK1 pathway regulates YAP signalingin hepatocellular carcinoma: The mechanism and its implications in targeted therapy
../abc\PI3K\33562150_page2_105_0.jpg,Incontrast the reduction of MERTK and its downstream signaling pathway by shRNA-mediated knockdown treatment of the MERTK inhibitor BMS-777607 or the PI3K inhibitordecreases PD-L1 expression
../abc\PI3K\33562150_page2_105_0.jpg,An epithelial-mesenchymal transition gene signature predicts resistance to EGFR and PI3K inhibitors and identiﬁes Axl as a therapeutic targetfor overcoming EGFR inhibitor resistance
../abc\PI3K\33562150_page2_105_0.jpg,EGFR- PI3K -PDK1 pathway regulates YAP signalingin hepatocellular carcinoma: The mechanism and its implications in targeted therapy
../abc\PI3K\33562150_page4_139_0.jpg,Incontrast the reduction of MERTK and its downstream signaling pathway by shRNA-mediated knockdown treatment of the MERTK inhibitor BMS-777607 or the PI3K inhibitordecreases PD-L1 expression
../abc\PI3K\33562150_page4_139_0.jpg,An epithelial-mesenchymal transition gene signature predicts resistance to EGFR and PI3K inhibitors and identiﬁes Axl as a therapeutic targetfor overcoming EGFR inhibitor resistance
../abc\PI3K\33562150_page4_139_0.jpg,EGFR- PI3K -PDK1 pathway regulates YAP signalingin hepatocellular carcinoma: The mechanism and its implications in targeted therapy
../abc\PI3K\33562150_page9_195_0.jpg,Incontrast the reduction of MERTK and its downstream signaling pathway by shRNA-mediated knockdown treatment of the MERTK inhibitor BMS-777607 or the PI3K inhibitordecreases PD-L1 expression
../abc\PI3K\33562150_page9_195_0.jpg,An epithelial-mesenchymal transition gene signature predicts resistance to EGFR and PI3K inhibitors and identiﬁes Axl as a therapeutic targetfor overcoming EGFR inhibitor resistance
../abc\PI3K\33562150_page9_195_0.jpg,EGFR- PI3K -PDK1 pathway regulates YAP signalingin hepatocellular carcinoma: The mechanism and its implications in targeted therapy
../abc\PTEN\26579470_page1_13_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\PTEN\26579470_page1_13_0.jpg,PTEN loss contributes to erlotinib resistance in EGFR-mutantlungcancerbyactivationofAktandEGFR
../abc\PTEN\26579470_page3_62_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\PTEN\26579470_page3_62_0.jpg,PTEN loss contributes to erlotinib resistance in EGFR-mutantlungcancerbyactivationofAktandEGFR
../abc\PTEN\26579470_page7_156_0.jpg,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56
../abc\PTEN\26579470_page7_156_0.jpg,PTEN loss contributes to erlotinib resistance in EGFR-mutantlungcancerbyactivationofAktandEGFR
../abc\PTEN\27994551_page3_338_0.jpg,Complete loss of PTEN protein expression correlates with shortertime to brain metastasis and survival in stage IIIB C melanoma patients withBRAFV600 mutations
../abc\PTEN\27994551_page3_338_0.jpg,PTEN opposes negative selection and enables oncogenic transformationof pre-B cells
../abc\PTEN\28443282_page1_4_0.jpg,3 000NCI USANCT02465060AKT inhibitor AZD5363: Akt mutBinimetinib: NRAS mut in codon 12 13 or 61Crizotinib: MET amp exon 14 del; ALK trans; ROS1 trans invDabrafenib +trametinib : BRAF V600Dasatinib: DDR2 S768R I638F or L239R mutDefactinib: NF2 inactivating mutFGFR inhibitor AZD4547: FGFR1–3 amp mut or transNivolumab: mismatch repair deficiencyOsimertinib AZD9291 : EGFR T790MPalbociclib: CCND1 2 or 3 amp + Rb expression by immunohistochemistryPI3Kbeta inhibitor GSK2636771: PTEN mut del expression lossSunitinib maleate: cKIT exon 9 11 13 or 14 mutTaselisib: PTEN loss; PI3K mut or amp without RAS mutTrametinib: BRAF V600 with dabrafenib ; BRAF fusion or non-V600; NF1 mut; GNAQ or GNA11 mutTrastuzumab emtansine: HER2 ampVismodegib: SMO or PTCH1 mutation
../abc\PTEN\31404976_page2_190_0.jpg,Expression and clinical evidence ofmiR-494 and PTEN in non-small cell lung cancer
../abc\PTEN\31404976_page2_190_0.jpg,MicroRNA-4286 promotescell proliferation migration and invasion via PTEN regulation of the PI3K Akt pathway in non-small celllung cancer
../abc\PTEN\31404976_page2_190_0.jpg,PTEN PTENP1: ’Regulatingthe regulator of RTK-dependent PI3K Akt signalling’ new targets for cancer therapy
../abc\PTEN\31404976_page2_190_0.jpg,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs
../abc\PTEN\31404976_page2_190_0.jpg,In vivo identiﬁcation of tumor- suppressive PTEN ceRNAs in an oncogenicBRAF-induced mouse model of melanoma
../abc\PTEN\31404976_page2_190_0.jpg,PTEN Physically Interacts with and Regulates E2F1-mediated Transcription inLung Cancer
../abc\PTEN\31404976_page2_190_0.jpg,CK1alphasuppresses lung tumour growth by stabilizing PTEN and inducing autophagy
../abc\PTEN\31404976_page2_190_0.jpg,The nuclear transport receptor Importin-11 is a tumor suppressor thatmaintains PTEN protein
../abc\PTEN\31404976_page2_190_0.jpg,The functions and regulation of the PTEN tumour suppressor: New modesand prospects
../abc\PTEN\31404976_page2_190_0.jpg,PTEN regulation by Akt-EGR1-ARF-PTEN axis
../abc\PTEN\31404976_page2_190_0.jpg,Repression of PTEN phosphatase by Snail1 transcriptional factor during gammaradiation-induced apoptosis
../abc\PTEN\31404976_page2_190_0.jpg,Thepolycomb group protein Bmi-1 represses the tumor suppressor PTEN and induces epithelial-mesenchymaltransition in human nasopharyngeal epithelial cells
../abc\PTEN\31404976_page2_190_0.jpg,c-Junpromotes cellular survival by suppression of PTEN
../abc\PTEN\31404976_page2_190_0.jpg,Mitogen-activated protein kinase kinase-4 promotes cell survival by decreasing PTEN expressionthrough an NF kappa B-dependent pathway
../abc\PTEN\31404976_page2_190_0.jpg,EYA2 promotes lung cancer cell proliferation by downregulating the expressionof PTEN
../abc\PTEN\31404976_page2_190_0.jpg,Reactivation of PTEN tumor suppressor for cancer treatment through inhibition of a MYC-WWP1 inhibitorypathway
../abc\PTEN\31404976_page2_190_0.jpg,PTEN andPI3K AKT in non-small-cell lung cancer
../abc\PTEN\31404976_page2_190_0.jpg,Overcoming endocrine resistance due to reduced PTEN levels in estrogen receptor-positivebreast cancer by co-targeting mammalian target of rapamycin protein kinase B or mitogen-activated proteinkinase kinase
../abc\PTEN\31404976_page2_190_0.jpg,Partial PTEN deletion is linked to poor prognosis in breast cancer
../abc\PTEN\31404976_page2_190_0.jpg,Mutation spectrum and genotype-phenotype analyses in Cowden disease andBannayan-Zonana syndrome two hamartoma syndromes with germline PTEN mutation
../abc\PTEN\31404976_page2_190_0.jpg,Loss of phosphataseand tensin homolog PTEN induces leptin-mediated leptin gene expression: Feed-forward loop operatingin the lung
../abc\PTEN\31404976_page2_190_0.jpg,Pten inactivation accelerates oncogenic K-ras-initiated tumorigenesis in a mousemodel of lung cancer
../abc\PTEN\31404976_page2_190_0.jpg,Urocanic acid-modiﬁed chitosan-mediated PTEN delivery via aerosol suppressed lung tumorigenesisin K-ras LA1 mice
../abc\PTEN\31404976_page2_190_0.jpg,Involvement of TGFbeta-induced phosphorylation of the PTEN C-terminus onTGFbeta-induced acquisition of malignant phenotypes in lung cancer cells
../abc\PTEN\31404976_page2_190_0.jpg,Hypoxia-induced modulation of PTEN activity and EMT phenotypes in lungcancers
../abc\PTEN\31404976_page2_190_0.jpg,PTEN mutations and relationship to EGFR ERBB2 KRAS and TP53 mutations in non-small cell lungcancers
../abc\PTEN\31404976_page2_190_0.jpg,The clinical signiﬁcance of loss of FHITand PTEN expression in 289 patients with non-small-cell lung cancer
../abc\PTEN\31404976_page2_190_0.jpg,Loss of PTEN Expression is anIndependent Poor Prognostic Factor in Non-small Cell Lung Cancer
../abc\PTEN\31404976_page2_190_0.jpg,Co-downregulation of PTEN KAI-1 and nm23-H1 tumor metastasis suppressor proteins in non-small celllung cancer
../abc\PTEN\31404976_page2_190_0.jpg,Phosphorylated Akt overexpression and loss of PTEN expressionin non-small cell lung cancer confers poor prognosis
../abc\PTEN\31404976_page2_190_0.jpg,EGFR KRAS BRAF PTEN and PIK3CA mutation in plasmaof small cell lung cancer patients
../abc\PTEN\31404976_page2_190_0.jpg,Mutations in TP53 PIK3CA PTEN and other genes in EGFR mutatedlung cancers: Correlation with clinical outcomes
../abc\PTEN\31404976_page2_190_0.jpg,Identiﬁcation of a subset of human non-small cell lung cancer patients withhigh PI3Kbeta and low PTEN expression more prevalent in squamous cell carcinoma
../abc\PTEN\31404976_page2_190_0.jpg,PTEN expressionis a prognostic marker for patients with non-small cell lung cancer: A systematic review and meta-analysisof the literature
../abc\PTEN\31404976_page2_190_0.jpg,PTEN loss contributes to erlotinib resistance in EGFR-mutant lung cancer by activationof Akt and EGFR
../abc\PTEN\31404976_page2_190_0.jpg,Loss of PTEN expression by blocking nuclear translocation of EGR1in geﬁtinib-resistant lung cancer cells harboring epidermal growth factor receptor-activating mutations
../abc\PTEN\31404976_page2_190_0.jpg,Multiple primary lung cancer displaying diﬀerent EGFR and PTEN molecular proﬁles
../abc\PTEN\31404976_page2_190_0.jpg,PPAR-gamma agonist increase geﬁtinib s antitumor activity through PTEN expression
../abc\PTEN\31404976_page2_190_0.jpg,NEDD4-1 is a proto-oncogenic ubiquitin ligase for PTEN
../abc\PTEN\31404976_page2_190_0.jpg,Oncogenic role of the E3 ubiquitin ligase NEDD4-1 a PTEN negative regulator innon-small-cell lung carcinomas
../abc\PTEN\31404976_page2_190_0.jpg,CpG hypermethylation contributesto decreased expression of PTEN during acquired resistance to geﬁtinib in human lung cancer cell lines
../abc\PTEN\31404976_page2_190_0.jpg,PTEN and PIK3CA expression is associatedwith prolonged survival after geﬁtinib treatment in EGFR-mutated lung cancer patients
../abc\PTEN\31404976_page2_190_0.jpg,PTEN status is a crucial determinant of the functional outcome of combinedMEK and mTOR inhibition in cancer
../abc\PTEN\31404976_page2_190_0.jpg,Treg cells require the phosphatase PTEN to restrainTH1 and TFH cell responses
../abc\PTEN\31404976_page2_190_0.jpg,The PTEN pathway in Tregs is a critical driver of the suppressive tumormicroenvironment
../abc\PTEN\31404976_page2_190_0.jpg,Characterization of PD-L1 expression in Chinese non-small cell lung cancer patients with PTEN expressionas a means for tissue quality screening
../abc\PTEN\31404976_page2_190_0.jpg,Loss of PTEN causes SHP2 activation making lungcancer cells unresponsive to IFN-gamma
../abc\PTEN\31404976_page2_190_0.jpg,Eﬀect of PTENinactivating germline mutations on innate immune cell function and thyroid cancer-induced macrophagesin patients with PTEN hamartoma tumor syndrome
../abc\PTEN\31404976_page2_190_0.jpg,PTEN Mutations Trigger Resistance to Immunotherapy
../abc\PTEN\31404976_page2_190_0.jpg,Loss of PTEN Is Associated with Resistance to Anti-PD-1 Checkpoint BlockadeTherapy in Metastatic Uterine Leiomyosarcoma
../abc\PTEN\31404976_page2_190_0.jpg,Loss of PTEN Promotes Resistance to T Cell-Mediated Immunotherapy
../abc\PTEN\31404976_page2_190_1.jpg,Expression and clinical evidence ofmiR-494 and PTEN in non-small cell lung cancer
../abc\PTEN\31404976_page2_190_1.jpg,MicroRNA-4286 promotescell proliferation migration and invasion via PTEN regulation of the PI3K Akt pathway in non-small celllung cancer
../abc\PTEN\31404976_page2_190_1.jpg,PTEN PTENP1: ’Regulatingthe regulator of RTK-dependent PI3K Akt signalling’ new targets for cancer therapy
../abc\PTEN\31404976_page2_190_1.jpg,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs
../abc\PTEN\31404976_page2_190_1.jpg,In vivo identiﬁcation of tumor- suppressive PTEN ceRNAs in an oncogenicBRAF-induced mouse model of melanoma
../abc\PTEN\31404976_page2_190_1.jpg,PTEN Physically Interacts with and Regulates E2F1-mediated Transcription inLung Cancer
../abc\PTEN\31404976_page2_190_1.jpg,CK1alphasuppresses lung tumour growth by stabilizing PTEN and inducing autophagy
../abc\PTEN\31404976_page2_190_1.jpg,The nuclear transport receptor Importin-11 is a tumor suppressor thatmaintains PTEN protein
../abc\PTEN\31404976_page2_190_1.jpg,The functions and regulation of the PTEN tumour suppressor: New modesand prospects
../abc\PTEN\31404976_page2_190_1.jpg,PTEN regulation by Akt-EGR1-ARF-PTEN axis
../abc\PTEN\31404976_page2_190_1.jpg,Repression of PTEN phosphatase by Snail1 transcriptional factor during gammaradiation-induced apoptosis
../abc\PTEN\31404976_page2_190_1.jpg,Thepolycomb group protein Bmi-1 represses the tumor suppressor PTEN and induces epithelial-mesenchymaltransition in human nasopharyngeal epithelial cells
../abc\PTEN\31404976_page2_190_1.jpg,c-Junpromotes cellular survival by suppression of PTEN
../abc\PTEN\31404976_page2_190_1.jpg,Mitogen-activated protein kinase kinase-4 promotes cell survival by decreasing PTEN expressionthrough an NF kappa B-dependent pathway
../abc\PTEN\31404976_page2_190_1.jpg,EYA2 promotes lung cancer cell proliferation by downregulating the expressionof PTEN
../abc\PTEN\31404976_page2_190_1.jpg,Reactivation of PTEN tumor suppressor for cancer treatment through inhibition of a MYC-WWP1 inhibitorypathway
../abc\PTEN\31404976_page2_190_1.jpg,PTEN andPI3K AKT in non-small-cell lung cancer
../abc\PTEN\31404976_page2_190_1.jpg,Overcoming endocrine resistance due to reduced PTEN levels in estrogen receptor-positivebreast cancer by co-targeting mammalian target of rapamycin protein kinase B or mitogen-activated proteinkinase kinase
../abc\PTEN\31404976_page2_190_1.jpg,Partial PTEN deletion is linked to poor prognosis in breast cancer
../abc\PTEN\31404976_page2_190_1.jpg,Mutation spectrum and genotype-phenotype analyses in Cowden disease andBannayan-Zonana syndrome two hamartoma syndromes with germline PTEN mutation
../abc\PTEN\31404976_page2_190_1.jpg,Loss of phosphataseand tensin homolog PTEN induces leptin-mediated leptin gene expression: Feed-forward loop operatingin the lung
../abc\PTEN\31404976_page2_190_1.jpg,Pten inactivation accelerates oncogenic K-ras-initiated tumorigenesis in a mousemodel of lung cancer
../abc\PTEN\31404976_page2_190_1.jpg,Urocanic acid-modiﬁed chitosan-mediated PTEN delivery via aerosol suppressed lung tumorigenesisin K-ras LA1 mice
../abc\PTEN\31404976_page2_190_1.jpg,Involvement of TGFbeta-induced phosphorylation of the PTEN C-terminus onTGFbeta-induced acquisition of malignant phenotypes in lung cancer cells
../abc\PTEN\31404976_page2_190_1.jpg,Hypoxia-induced modulation of PTEN activity and EMT phenotypes in lungcancers
../abc\PTEN\31404976_page2_190_1.jpg,PTEN mutations and relationship to EGFR ERBB2 KRAS and TP53 mutations in non-small cell lungcancers
../abc\PTEN\31404976_page2_190_1.jpg,The clinical signiﬁcance of loss of FHITand PTEN expression in 289 patients with non-small-cell lung cancer
../abc\PTEN\31404976_page2_190_1.jpg,Loss of PTEN Expression is anIndependent Poor Prognostic Factor in Non-small Cell Lung Cancer
../abc\PTEN\31404976_page2_190_1.jpg,Co-downregulation of PTEN KAI-1 and nm23-H1 tumor metastasis suppressor proteins in non-small celllung cancer
../abc\PTEN\31404976_page2_190_1.jpg,Phosphorylated Akt overexpression and loss of PTEN expressionin non-small cell lung cancer confers poor prognosis
../abc\PTEN\31404976_page2_190_1.jpg,EGFR KRAS BRAF PTEN and PIK3CA mutation in plasmaof small cell lung cancer patients
../abc\PTEN\31404976_page2_190_1.jpg,Mutations in TP53 PIK3CA PTEN and other genes in EGFR mutatedlung cancers: Correlation with clinical outcomes
../abc\PTEN\31404976_page2_190_1.jpg,Identiﬁcation of a subset of human non-small cell lung cancer patients withhigh PI3Kbeta and low PTEN expression more prevalent in squamous cell carcinoma
../abc\PTEN\31404976_page2_190_1.jpg,PTEN expressionis a prognostic marker for patients with non-small cell lung cancer: A systematic review and meta-analysisof the literature
../abc\PTEN\31404976_page2_190_1.jpg,PTEN loss contributes to erlotinib resistance in EGFR-mutant lung cancer by activationof Akt and EGFR
../abc\PTEN\31404976_page2_190_1.jpg,Loss of PTEN expression by blocking nuclear translocation of EGR1in geﬁtinib-resistant lung cancer cells harboring epidermal growth factor receptor-activating mutations
../abc\PTEN\31404976_page2_190_1.jpg,Multiple primary lung cancer displaying diﬀerent EGFR and PTEN molecular proﬁles
../abc\PTEN\31404976_page2_190_1.jpg,PPAR-gamma agonist increase geﬁtinib s antitumor activity through PTEN expression
../abc\PTEN\31404976_page2_190_1.jpg,NEDD4-1 is a proto-oncogenic ubiquitin ligase for PTEN
../abc\PTEN\31404976_page2_190_1.jpg,Oncogenic role of the E3 ubiquitin ligase NEDD4-1 a PTEN negative regulator innon-small-cell lung carcinomas
../abc\PTEN\31404976_page2_190_1.jpg,CpG hypermethylation contributesto decreased expression of PTEN during acquired resistance to geﬁtinib in human lung cancer cell lines
../abc\PTEN\31404976_page2_190_1.jpg,PTEN and PIK3CA expression is associatedwith prolonged survival after geﬁtinib treatment in EGFR-mutated lung cancer patients
../abc\PTEN\31404976_page2_190_1.jpg,PTEN status is a crucial determinant of the functional outcome of combinedMEK and mTOR inhibition in cancer
../abc\PTEN\31404976_page2_190_1.jpg,Treg cells require the phosphatase PTEN to restrainTH1 and TFH cell responses
../abc\PTEN\31404976_page2_190_1.jpg,The PTEN pathway in Tregs is a critical driver of the suppressive tumormicroenvironment
../abc\PTEN\31404976_page2_190_1.jpg,Characterization of PD-L1 expression in Chinese non-small cell lung cancer patients with PTEN expressionas a means for tissue quality screening
../abc\PTEN\31404976_page2_190_1.jpg,Loss of PTEN causes SHP2 activation making lungcancer cells unresponsive to IFN-gamma
../abc\PTEN\31404976_page2_190_1.jpg,Eﬀect of PTENinactivating germline mutations on innate immune cell function and thyroid cancer-induced macrophagesin patients with PTEN hamartoma tumor syndrome
../abc\PTEN\31404976_page2_190_1.jpg,PTEN Mutations Trigger Resistance to Immunotherapy
../abc\PTEN\31404976_page2_190_1.jpg,Loss of PTEN Is Associated with Resistance to Anti-PD-1 Checkpoint BlockadeTherapy in Metastatic Uterine Leiomyosarcoma
../abc\PTEN\31404976_page2_190_1.jpg,Loss of PTEN Promotes Resistance to T Cell-Mediated Immunotherapy
../abc\PTEN\31404976_page2_190_2.jpg,Expression and clinical evidence ofmiR-494 and PTEN in non-small cell lung cancer
../abc\PTEN\31404976_page2_190_2.jpg,MicroRNA-4286 promotescell proliferation migration and invasion via PTEN regulation of the PI3K Akt pathway in non-small celllung cancer
../abc\PTEN\31404976_page2_190_2.jpg,PTEN PTENP1: ’Regulatingthe regulator of RTK-dependent PI3K Akt signalling’ new targets for cancer therapy
../abc\PTEN\31404976_page2_190_2.jpg,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs
../abc\PTEN\31404976_page2_190_2.jpg,In vivo identiﬁcation of tumor- suppressive PTEN ceRNAs in an oncogenicBRAF-induced mouse model of melanoma
../abc\PTEN\31404976_page2_190_2.jpg,PTEN Physically Interacts with and Regulates E2F1-mediated Transcription inLung Cancer
../abc\PTEN\31404976_page2_190_2.jpg,CK1alphasuppresses lung tumour growth by stabilizing PTEN and inducing autophagy
../abc\PTEN\31404976_page2_190_2.jpg,The nuclear transport receptor Importin-11 is a tumor suppressor thatmaintains PTEN protein
../abc\PTEN\31404976_page2_190_2.jpg,The functions and regulation of the PTEN tumour suppressor: New modesand prospects
../abc\PTEN\31404976_page2_190_2.jpg,PTEN regulation by Akt-EGR1-ARF-PTEN axis
../abc\PTEN\31404976_page2_190_2.jpg,Repression of PTEN phosphatase by Snail1 transcriptional factor during gammaradiation-induced apoptosis
../abc\PTEN\31404976_page2_190_2.jpg,Thepolycomb group protein Bmi-1 represses the tumor suppressor PTEN and induces epithelial-mesenchymaltransition in human nasopharyngeal epithelial cells
../abc\PTEN\31404976_page2_190_2.jpg,c-Junpromotes cellular survival by suppression of PTEN
../abc\PTEN\31404976_page2_190_2.jpg,Mitogen-activated protein kinase kinase-4 promotes cell survival by decreasing PTEN expressionthrough an NF kappa B-dependent pathway
../abc\PTEN\31404976_page2_190_2.jpg,EYA2 promotes lung cancer cell proliferation by downregulating the expressionof PTEN
../abc\PTEN\31404976_page2_190_2.jpg,Reactivation of PTEN tumor suppressor for cancer treatment through inhibition of a MYC-WWP1 inhibitorypathway
../abc\PTEN\31404976_page2_190_2.jpg,PTEN andPI3K AKT in non-small-cell lung cancer
../abc\PTEN\31404976_page2_190_2.jpg,Overcoming endocrine resistance due to reduced PTEN levels in estrogen receptor-positivebreast cancer by co-targeting mammalian target of rapamycin protein kinase B or mitogen-activated proteinkinase kinase
../abc\PTEN\31404976_page2_190_2.jpg,Partial PTEN deletion is linked to poor prognosis in breast cancer
../abc\PTEN\31404976_page2_190_2.jpg,Mutation spectrum and genotype-phenotype analyses in Cowden disease andBannayan-Zonana syndrome two hamartoma syndromes with germline PTEN mutation
../abc\PTEN\31404976_page2_190_2.jpg,Loss of phosphataseand tensin homolog PTEN induces leptin-mediated leptin gene expression: Feed-forward loop operatingin the lung
../abc\PTEN\31404976_page2_190_2.jpg,Pten inactivation accelerates oncogenic K-ras-initiated tumorigenesis in a mousemodel of lung cancer
../abc\PTEN\31404976_page2_190_2.jpg,Urocanic acid-modiﬁed chitosan-mediated PTEN delivery via aerosol suppressed lung tumorigenesisin K-ras LA1 mice
../abc\PTEN\31404976_page2_190_2.jpg,Involvement of TGFbeta-induced phosphorylation of the PTEN C-terminus onTGFbeta-induced acquisition of malignant phenotypes in lung cancer cells
../abc\PTEN\31404976_page2_190_2.jpg,Hypoxia-induced modulation of PTEN activity and EMT phenotypes in lungcancers
../abc\PTEN\31404976_page2_190_2.jpg,PTEN mutations and relationship to EGFR ERBB2 KRAS and TP53 mutations in non-small cell lungcancers
../abc\PTEN\31404976_page2_190_2.jpg,The clinical signiﬁcance of loss of FHITand PTEN expression in 289 patients with non-small-cell lung cancer
../abc\PTEN\31404976_page2_190_2.jpg,Loss of PTEN Expression is anIndependent Poor Prognostic Factor in Non-small Cell Lung Cancer
../abc\PTEN\31404976_page2_190_2.jpg,Co-downregulation of PTEN KAI-1 and nm23-H1 tumor metastasis suppressor proteins in non-small celllung cancer
../abc\PTEN\31404976_page2_190_2.jpg,Phosphorylated Akt overexpression and loss of PTEN expressionin non-small cell lung cancer confers poor prognosis
../abc\PTEN\31404976_page2_190_2.jpg,EGFR KRAS BRAF PTEN and PIK3CA mutation in plasmaof small cell lung cancer patients
../abc\PTEN\31404976_page2_190_2.jpg,Mutations in TP53 PIK3CA PTEN and other genes in EGFR mutatedlung cancers: Correlation with clinical outcomes
../abc\PTEN\31404976_page2_190_2.jpg,Identiﬁcation of a subset of human non-small cell lung cancer patients withhigh PI3Kbeta and low PTEN expression more prevalent in squamous cell carcinoma
../abc\PTEN\31404976_page2_190_2.jpg,PTEN expressionis a prognostic marker for patients with non-small cell lung cancer: A systematic review and meta-analysisof the literature
../abc\PTEN\31404976_page2_190_2.jpg,PTEN loss contributes to erlotinib resistance in EGFR-mutant lung cancer by activationof Akt and EGFR
../abc\PTEN\31404976_page2_190_2.jpg,Loss of PTEN expression by blocking nuclear translocation of EGR1in geﬁtinib-resistant lung cancer cells harboring epidermal growth factor receptor-activating mutations
../abc\PTEN\31404976_page2_190_2.jpg,Multiple primary lung cancer displaying diﬀerent EGFR and PTEN molecular proﬁles
../abc\PTEN\31404976_page2_190_2.jpg,PPAR-gamma agonist increase geﬁtinib s antitumor activity through PTEN expression
../abc\PTEN\31404976_page2_190_2.jpg,NEDD4-1 is a proto-oncogenic ubiquitin ligase for PTEN
../abc\PTEN\31404976_page2_190_2.jpg,Oncogenic role of the E3 ubiquitin ligase NEDD4-1 a PTEN negative regulator innon-small-cell lung carcinomas
../abc\PTEN\31404976_page2_190_2.jpg,CpG hypermethylation contributesto decreased expression of PTEN during acquired resistance to geﬁtinib in human lung cancer cell lines
../abc\PTEN\31404976_page2_190_2.jpg,PTEN and PIK3CA expression is associatedwith prolonged survival after geﬁtinib treatment in EGFR-mutated lung cancer patients
../abc\PTEN\31404976_page2_190_2.jpg,PTEN status is a crucial determinant of the functional outcome of combinedMEK and mTOR inhibition in cancer
../abc\PTEN\31404976_page2_190_2.jpg,Treg cells require the phosphatase PTEN to restrainTH1 and TFH cell responses
../abc\PTEN\31404976_page2_190_2.jpg,The PTEN pathway in Tregs is a critical driver of the suppressive tumormicroenvironment
../abc\PTEN\31404976_page2_190_2.jpg,Characterization of PD-L1 expression in Chinese non-small cell lung cancer patients with PTEN expressionas a means for tissue quality screening
../abc\PTEN\31404976_page2_190_2.jpg,Loss of PTEN causes SHP2 activation making lungcancer cells unresponsive to IFN-gamma
../abc\PTEN\31404976_page2_190_2.jpg,Eﬀect of PTENinactivating germline mutations on innate immune cell function and thyroid cancer-induced macrophagesin patients with PTEN hamartoma tumor syndrome
../abc\PTEN\31404976_page2_190_2.jpg,PTEN Mutations Trigger Resistance to Immunotherapy
../abc\PTEN\31404976_page2_190_2.jpg,Loss of PTEN Is Associated with Resistance to Anti-PD-1 Checkpoint BlockadeTherapy in Metastatic Uterine Leiomyosarcoma
../abc\PTEN\31404976_page2_190_2.jpg,Loss of PTEN Promotes Resistance to T Cell-Mediated Immunotherapy
../abc\PTEN\31404976_page2_190_3.jpg,Expression and clinical evidence ofmiR-494 and PTEN in non-small cell lung cancer
../abc\PTEN\31404976_page2_190_3.jpg,MicroRNA-4286 promotescell proliferation migration and invasion via PTEN regulation of the PI3K Akt pathway in non-small celllung cancer
../abc\PTEN\31404976_page2_190_3.jpg,PTEN PTENP1: ’Regulatingthe regulator of RTK-dependent PI3K Akt signalling’ new targets for cancer therapy
