image,caption
../abc\AKT\27994551_page3_338_1.jpg,In addition it conﬁrmed that the mammalian targetof rapamycin mTOR also serves as a central factor underlyingthe Akt signaling pathway
../abc\AKT\27994551_page3_338_1.jpg,Taken together TIG could act as apowerful candidate for intervening in the Akt signaling pathwayfor cancer therapy
../abc\AKT\28396848_page1_50_0.jpg,It encodes a RTK that once activated by its ligand hepatocyte growth factor promotes downstream signaling via multiple pathways such as PI3KCA AKT signal transducer and
../abc\AKT\28396848_page1_50_0.jpg,Development of PI3K AKT mTOR pathway inhibitors and their application in personalized therapy for non-small-cell lung cancer
../abc\AKT\28443282_page1_4_0.jpg,PIK3CA mutations have been described in 9% of squamous NSCLC 85 and are also postulated to occur as a resistance mechanism to EGFR inhibitors 86  while AKT mutations occur in about 5% of squamous NSCLC 87
../abc\AKT\28443282_page1_4_0.jpg,Several trials assessing mTOR PI3K and AKT inhibitors have been conducted to target this pathway in NSCLC
../abc\AKT\28443282_page1_4_0.jpg,AZD5363 a potent catalytic inhibitor of all three isoforms of AKT AKT1 2 and 3  has demonstrated single agent activity in AKT E17K-mutated lung cancers which occur in about 1% of NSCLC 92
../abc\AKT\28443282_page1_4_0.jpg,Two hundred patients were randomized into four arms: erlotinib erlotinib + MK-2206 AKT inhibitor; Merck  MK-2206 + selumetinib MEK inhibitor  or sorafenib Bayer  stratified for KRAS-mutation status
../abc\AKT\28443282_page1_4_0.jpg,3 000NCI USANCT02465060AKT inhibitor AZD5363: Akt mutBinimetinib: NRAS mut in codon 12 13 or 61Crizotinib: MET amp exon 14 del; ALK trans; ROS1 trans invDabrafenib +trametinib : BRAF V600Dasatinib: DDR2 S768R I638F or L239R mutDefactinib: NF2 inactivating mutFGFR inhibitor AZD4547: FGFR1–3 amp mut or transNivolumab: mismatch repair deficiencyOsimertinib AZD9291 : EGFR T790MPalbociclib: CCND1 2 or 3 amp + Rb expression by immunohistochemistryPI3Kbeta inhibitor GSK2636771: PTEN mut del expression lossSunitinib maleate: cKIT exon 9 11 13 or 14 mutTaselisib: PTEN loss; PI3K mut or amp without RAS mutTrametinib: BRAF V600 with dabrafenib ; BRAF fusion or non-V600; NF1 mut; GNAQ or GNA11 mutTrastuzumab emtansine: HER2 ampVismodegib: SMO or PTCH1 mutation
../abc\AKT\28443282_page1_4_0.jpg,NCT02664935AZD2014 MTORC1 2 inhibitor AZD5363 AKT inhibitor AZD9291 EGFRm + T790M + inhibitor Crizotinib ALK MET ROS1 inhibitor MEDI4736 anti-PDL1 Palbociclib CDK4 6 inhibitor Selumetinib MEK inhibitor + doectaxel
../abc\AKT\29734788_page14_234_0.jpg,Also several RTKs including EGFR or theirdownstream transducers effectors like Src Ras Raf MEK and PI3K AKT mTOR are hyperactivated
../abc\AKT\29734788_page14_234_0.jpg,GPCR receptors EGFR receptor and other RTKs when activated by ligands induce the RAS RAF MEK ERK and the PI3K AKT mTOR pathways inside a red rectangle  which in turn activate oncogenic YAP and TAZ through mechanisms either dependent on or independent of Hippo pathway core kinases inside black rectangle
../abc\AKT\29734788_page14_234_0.jpg,GPCR receptors EGFR receptor and other RTKs when activated by ligands induce the RAS RAF MEK ERK and the PI3K AKT mTOR pathways inside a red rectangle  which in turn activate oncogenic YAP and TAZ through mechanisms either dependent on or independent of Hippo pathway core kinases inside black rectangle
../abc\AKT\29734788_page14_234_0.jpg,"These mutations induceupregulation of hyperactivation of the encoded receptors or kinases belonging to different signalings RAS RAF MEK ERK, JAK STAT, SRC STAT, PI3K AKT mTOR which are responsible for theaberrant proliferation and survival of cancer cells"
../abc\AKT\29734788_page14_234_0.jpg,Resistance to EGFR inhibitors: EGFR receptors activated by the EGF ligands induce three mainpro-survival signaling pathways: SRC JAK STAT signaling RAS RAF MEK ERK signaling andPI3K AKT mTOR signaling
../abc\AKT\29734788_page14_234_0.jpg,In another study YAP has been shown to activate AXL tyrosine kinasewhich induces PI3K AKT signaling providing a parallel survival input in the presence of EGFRinhibitors [215 218]
../abc\AKT\29734788_page14_234_0.jpg,In models of NSCLC statins counteract the resistance to EGFR-TKI through the suppression of AKT β-catenin signaling [228]
../abc\AKT\29734788_page14_234_1.jpg,Also several RTKs including EGFR or theirdownstream transducers effectors like Src Ras Raf MEK and PI3K AKT mTOR are hyperactivated
../abc\AKT\29734788_page14_234_1.jpg,GPCR receptors EGFR receptor and other RTKs when activated by ligands induce the RAS RAF MEK ERK and the PI3K AKT mTOR pathways inside a red rectangle  which in turn activate oncogenic YAP and TAZ through mechanisms either dependent on or independent of Hippo pathway core kinases inside black rectangle
../abc\AKT\29734788_page14_234_1.jpg,GPCR receptors EGFR receptor and other RTKs when activated by ligands induce the RAS RAF MEK ERK and the PI3K AKT mTOR pathways inside a red rectangle  which in turn activate oncogenic YAP and TAZ through mechanisms either dependent on or independent of Hippo pathway core kinases inside black rectangle
../abc\AKT\29734788_page14_234_1.jpg,"These mutations induceupregulation of hyperactivation of the encoded receptors or kinases belonging to different signalings RAS RAF MEK ERK, JAK STAT, SRC STAT, PI3K AKT mTOR which are responsible for theaberrant proliferation and survival of cancer cells"
../abc\AKT\29734788_page14_234_1.jpg,Resistance to EGFR inhibitors: EGFR receptors activated by the EGF ligands induce three mainpro-survival signaling pathways: SRC JAK STAT signaling RAS RAF MEK ERK signaling andPI3K AKT mTOR signaling
../abc\AKT\29734788_page14_234_1.jpg,In another study YAP has been shown to activate AXL tyrosine kinasewhich induces PI3K AKT signaling providing a parallel survival input in the presence of EGFRinhibitors [215 218]
../abc\AKT\29734788_page14_234_1.jpg,In models of NSCLC statins counteract the resistance to EGFR-TKI through the suppression of AKT β-catenin signaling [228]
../abc\AKT\29734788_page6_128_0.jpg,Also several RTKs including EGFR or theirdownstream transducers effectors like Src Ras Raf MEK and PI3K AKT mTOR are hyperactivated
../abc\AKT\29734788_page6_128_0.jpg,GPCR receptors EGFR receptor and other RTKs when activated by ligands induce the RAS RAF MEK ERK and the PI3K AKT mTOR pathways inside a red rectangle  which in turn activate oncogenic YAP and TAZ through mechanisms either dependent on or independent of Hippo pathway core kinases inside black rectangle
../abc\AKT\29734788_page6_128_0.jpg,GPCR receptors EGFR receptor and other RTKs when activated by ligands induce the RAS RAF MEK ERK and the PI3K AKT mTOR pathways inside a red rectangle  which in turn activate oncogenic YAP and TAZ through mechanisms either dependent on or independent of Hippo pathway core kinases inside black rectangle
../abc\AKT\29734788_page6_128_0.jpg,"These mutations induceupregulation of hyperactivation of the encoded receptors or kinases belonging to different signalings RAS RAF MEK ERK, JAK STAT, SRC STAT, PI3K AKT mTOR which are responsible for theaberrant proliferation and survival of cancer cells"
../abc\AKT\29734788_page6_128_0.jpg,Resistance to EGFR inhibitors: EGFR receptors activated by the EGF ligands induce three mainpro-survival signaling pathways: SRC JAK STAT signaling RAS RAF MEK ERK signaling andPI3K AKT mTOR signaling
../abc\AKT\29734788_page6_128_0.jpg,In another study YAP has been shown to activate AXL tyrosine kinasewhich induces PI3K AKT signaling providing a parallel survival input in the presence of EGFRinhibitors [215 218]
../abc\AKT\29734788_page6_128_0.jpg,In models of NSCLC statins counteract the resistance to EGFR-TKI through the suppression of AKT β-catenin signaling [228]
../abc\AKT\29973561_page9_473_0.jpg,Dimerization of IGF-1R with EGFR may activate the Akt and MAPK pathways despite inhibition
../abc\AKT\29973561_page9_473_0.jpg,Dimerization of IGF-1R with EGFR may activate the Akt and MAPK pathways despite inhibition
../abc\AKT\29973561_page9_473_0.jpg,These mutations are reported to conferresistance by activating downstream targets such as AKT [62]
../abc\AKT\29973561_page9_473_0.jpg,Inappropriate ampliﬁcation of MET a gene that codes for an epithelial RTK thatactivates signaling of the MAPK PI3K and SRC pathways upon binding by its ligand hepatocytegrowth factor HGF [69] stimulates the AKT pathway and is also a major contributor to EGFR TKIsecondary resistance Figure 1
../abc\AKT\29973561_page9_473_0.jpg,IGF-1R has thepotential to dimerize with EGFR after treatment with erlotinib transducing signals to the AKT andMAPK signaling pathways that would otherwise be silenced by erlotinib Figure 1
../abc\AKT\29973561_page9_473_0.jpg,Metformin decreases IL-6 signaling reverses EMT and decreases activation of STAT3 and AKT [61 78]
../abc\AKT\30158938_page4_325_0.jpg,Phosphorylated P -ILK interacts with the CD103 subunit intracellular domain resulting in phosphorylation of protein kinase B AKT and initiating integrin inside-out signaling leading to activation of CD103 30
../abc\AKT\31366041_page3_297_0.jpg,Phosphatidylinositol 3-Kinase–Protein kinase B Akt Pathway
../abc\AKT\31366041_page3_297_0.jpg,The PI3K Akt signal transduction pathway like those described above has been well described for its roles in oncogenic progression
../abc\AKT\31366041_page3_297_0.jpg,The PI3K Akt pathway is largely important for regulating cell-cycle progression through controlling the expression of proteins involved in proliferation such as cyclins and cyclin-dependent kinases [35]
../abc\AKT\31366041_page3_297_0.jpg,The 3-phosphoinositide products are able to bind to Pleckstrin homology domains PH of signalling molecules and to activate various downstream proteins such as the serine threonine kinase Akt PKB [36]
../abc\AKT\31366041_page3_297_0.jpg,In general Akt in turn is able to phosphorylate Bcl-2-associated death promoter BAD  the Bcl2 family member involved in suppressing apoptosis and promoting cellular survival [37]
../abc\AKT\31366041_page3_297_0.jpg,Furthermore Akt itself is involved in the inhibition of Caspase-9 activation of nuclear factor kappa-light-chain-enhancer of activated B cells NFκB and a reduction in transcription of Fas ligand
../abc\AKT\31366041_page3_297_0.jpg,"The NPM1-ALK fusion protein signals through the Janus protein tyrosine kinase JAK  STAT, Ras mitogen-activated protein kinases MAPK  phosphatidylinositol 3-kinase PI3K  AKT and phospholipase C gamma PLC-γ pathways"
../abc\AKT\31366041_page3_297_0.jpg,"The NPM1-ALK fusion protein signals through the Janus protein tyrosine kinase JAK  STAT, Ras mitogen-activated protein kinases MAPK  phosphatidylinositol 3-kinase PI3K  Akt and phospholipase C gamma PLC-γ pathways"
../abc\AKT\31366041_page3_297_0.jpg,Phosphatidylinositol 3-Kinase–Protein kinase B Akt Pathway
../abc\AKT\31366041_page3_297_0.jpg,The PI3K Akt signal transduction pathway like those described above has been well describedfor its roles in oncogenic progression
../abc\AKT\31366041_page3_297_0.jpg,The PI3K Akt pathway is largely important for regulatingcell-cycle progression through controlling the expression of proteins involved in proliferation suchas cyclins and cyclin-dependent kinases [36]
../abc\AKT\31366041_page3_297_0.jpg,The 3-phosphoinositide products are able to bind toPleckstrin homology domains PH of signalling molecules and to activate various downstream proteins such as the serine threonine kinase Akt PKB [37]
../abc\AKT\31366041_page3_297_0.jpg,In general Akt in turn is able to phosphorylateBcl-2-associated death promoter BAD  the Bcl2 family member involved in suppressing apoptosisand promoting cellular survival [38]
../abc\AKT\31366041_page3_297_0.jpg,Furthermore Akt itself is involved in the inhibition of Caspase-9 activation of nuclear factor kappa-light-chain-enhancer of activated B cells NFκB and a reduction intranscription of Fas ligand
../abc\AKT\31438559_page2_103_0.jpg,"Interestingly analysis of 92 celllines including 64 KRAS mutant lines from diﬀerent disease settings using arrayed combinatorialsmall interfering RNA siRNA screens demonstrated that each cell line has a distinctive dependencyon KRAS eﬀectors for example RAF MEK ERK, PI3K AKT or RAL eﬀector pathways  with themajority of KRAS mutant cell lines being strongly dependent on either the RAF MAPK pathway or thep90 ribosomal S6 kinases RSKs [17]"
../abc\AKT\31438559_page2_103_0.jpg,Interestingly ADAM17 inhibitiondid not lead to any compensatory over-activation of other oncogenic pathways such as JAK STAT andPI3K AKT [29]
../abc\AKT\31438559_page2_103_0.jpg,These EGFR mutations areheterozygous by nature and include small in-frame deletions and missense substitutions which wereshown to selectively activate PI3K Akt and STAT signaling pathways thus promoting cell survival andresisting cell apoptosis [53]
../abc\AKT\31438559_page2_103_0.jpg,Moreover ADAM17 is shown to berequired for the proteolysis of Notch1 receptor which enhances EGFR expression and EGFR-dependentactivation of ERK but not AKT in NSCLC cell lines in vitro [187]
../abc\AKT\31438559_page5_145_0.jpg,"Interestingly analysis of 92 celllines including 64 KRAS mutant lines from diﬀerent disease settings using arrayed combinatorialsmall interfering RNA siRNA screens demonstrated that each cell line has a distinctive dependencyon KRAS eﬀectors for example RAF MEK ERK, PI3K AKT or RAL eﬀector pathways  with themajority of KRAS mutant cell lines being strongly dependent on either the RAF MAPK pathway or thep90 ribosomal S6 kinases RSKs [17]"
../abc\AKT\31438559_page5_145_0.jpg,Interestingly ADAM17 inhibitiondid not lead to any compensatory over-activation of other oncogenic pathways such as JAK STAT andPI3K AKT [29]
../abc\AKT\31438559_page5_145_0.jpg,These EGFR mutations areheterozygous by nature and include small in-frame deletions and missense substitutions which wereshown to selectively activate PI3K Akt and STAT signaling pathways thus promoting cell survival andresisting cell apoptosis [53]
../abc\AKT\31438559_page5_145_0.jpg,Moreover ADAM17 is shown to berequired for the proteolysis of Notch1 receptor which enhances EGFR expression and EGFR-dependentactivation of ERK but not AKT in NSCLC cell lines in vitro [187]
