PMID,sentence,gene
25557115,These recent findings denote that RAL GTPase is a potential drug target for the treatment of cancer patients carrying specific RAS mutations,['RAL']
25557115,For example we expect that NSCLC patients carrying KRAS G12C or G12V mutations would respond to treatment with a RAL inhibitor whereas patients carrying KRAS G12D mutations should be treated with a PI3K inhibitor,"['RAL', 'PI3K']"
25557115,We expect that targeted therapy against RAL GTPase will be vital in the treatment of cancer patients because KRAS G12C and G12V mutations are abundant in NSCLC as well as colorectal and pancreatic cancers,['RAL']
25557115,NSCLC non-small cell lung cancer; GEF guanine nucleotide exchange factor; GAP GTPase-activating proteins; RTK recep-tor tyrosine kinase; PI3K phosphatidylinositol 3-kinase,['PI3K']
25557115,Ral GTPases in tumorigenesis: emerging from the shadows,['RAL']
25557115,Aberrant over expression of the Rgl2 Ral small GTPase-specific guanine nucleotide exchange factor promotes pancreatic cancer growth through Ral-dependent and Ral-independent mechanisms,['RAL']
25557115,Ral GTPases and cancer: linchpin support of the tumorigenic platform,['RAL']
25557115,Identification and characterization of a novel protein interacting with Ral-binding protein 1 a putative effector protein of Ral,['RAL']
25557115,RalBP1 is necessary for metastasis of human cancer cell lines,['RALBP1']
25557115,protein that binds to the Ral-GTPase target RalBP1,['RALBP1']
25557115,Small G protein Ral and its downstream molecules regulate endocytosis of EGF and insulin receptors,['RAL']
25557115,RLIP76 an effector of the GTPase Ral interacts with the AP2 complex: involvement of the Ral pathway in receptor endocytosis,['RAL']
25557115,RALBP1 RLIP76 mediates multidrug resistance,['RALBP1']
25557115,Doxorubicin transport by RALBP1 and ABCG2 in lung and breast cancer,['RALBP1']
25557115,RALA and RALBP1 regulate mitochondrial fission at mitosis,['RALBP1']
25557115,The RalB small GTPase mediates formation of invadopodia through a GTPase-activat ing protein-independent function of the RalBP1 RLIP76 effector,['RALBP1']
25557115,The exocyst is a Ral effector complex,['RAL']
25557115,Involvement of Ral GTPase in v-Src-induced phospholipase D activation,['RAL']
25557115,RAL GTPases are linchpin modulators of human tumour-cell proliferation and survival,['RAL']
25557115,Contribu-tions of KRAS and RAL in non-small-cell lung cancer growth and progression,['RAL']
25557115,Expression of ral GTPases their effectors and activators in human bladder cancer,['RAL']
25557115,Ral activation promotes melanoma genesis,['RAL']
25557115,Discovery and characterization of small molecules that target the GTPase Ral,['RAL']
25557115,The Ral GTPase pathway in metastatic bladder cancer: key mediator and therapeutic target,['RAL']
25557115,Activation and involvement of Ral GTPases in colorectal cancer,['RAL']
25557115,Ral overactivation in malignant peripheral nerve sheath tumors,['RAL']
25557115,Activation of the RalGEF Ral pathway promotes prostate cancer metastasis to bone,['RAL']
25557115,The small GTPase Ral mediates SDF-1-induced migration of B cells and multiple myeloma cells,['RAL']
25557115,Trans-criptional signatures of Ral GTPase are associated with aggressive clinicopathologic characteristics in human cancer,['RAL']
26123538,AKT protein kinase B EGFR epidermal growth factor receptor ERK extracellular signal-regulated kinase HER2 human epidermal growth factor receptor 2 ErbB2  MEK mitogen-activated protein kinase kinase mTOR mammalian target of rapamycin P13K phosphoinositide 3-kinase RAF rapidly accelerated ﬁbrosarcoma RAS rat sarcoma,"['ERK', 'MEK']"
26579470,SHC and GRB-2  whichtriggers downstream signaling,['SHC']
26579470,There are three main downstreampathways: 1 rat sarcoma RAS  rapidly accelerated ﬁbrosarcoma RAF  mitogen-activated protein kinase MAPK pathway; 2 phosphatidylinositol-3-kinase PI3K  protein kinase B AKT path-way and 3 janus kinase JAK  signal transducers and activators oftranscription STAT pathway which stimulates mitosis leading tocell proliferation and inhibition of apoptosis1,['AKT']
26579470,SHC and GRB-2  triggers downstream signaling,['SHC']
26579470,"The principal pathways included: 1 RAS RAF MEK, 2 PI3K AKT and 3 JAK STAT pathways","['AKT', 'PI3K']"
26579470,In addition they mayaffect geﬁtinib-induced apoptosis and inhibit BIM up-regulation,['BIM']
26579470,HER3 serves as a key activator of downstream PI3K AKT and MEK MAPK signal pathways through dimerization with other HER family proteins or other molecules,"['AKT', 'PI3K']"
26579470,HER3 serves as akey activator of downstream PI3K AKT and MEK mitogen-activated protein kinase MAPK pathways and contributes tosurvival of the most tumor cells,"['AKT', 'PI3K']"
26579470,The resistantmechanism of EGFR-TKIs may involve HER3-PI3K AKT signal-ing by maintaining HER3 phosphorylation in the presence ofgeﬁtinib which is independent of EGFR kinase activity19,['AKT']
26579470,As early as 2002 it had been suggested that IGF-1 receptor IGF-1R signaling through PI3K may represent a novel and potentiallyimportant mechanism of resistance to anti-EGFR therapy,['PI3K']
26579470,Inhibition of IGF-IRsignaling disrupted the association of IRS-1 with PI3K andrestored the ability of geﬁtinib to down-regulate PI3K AKTsignaling and to inhibit cell growth,['PI3K']
26579470,Concomitant inhibition ofboth EGFR and IGFIR was required to abort PI3K signaling andtreatment of the resistant cells with an IGFIR inhibitor restoredtheir sensitivity to EGFR TKIs,['PI3K']
26579470,EGFRvIII expression is associated withthe activation of downstream PI3K AKT mTOR pathway and increasesproliferation and cell cycle progression mediated by a decrease in thelevel of p27KIP1,"['AKT', 'MTOR', 'PI3K']"
26579470,The researchers suggested thatthe AXL upregulation may activate AKT MAPK or NF-κBsignaling to promote resistance to erlotinib perhaps in associationwith epithelial mesenchymal transition EMT process via indu-cing Slug expression38,['AKT']
26579470,One study demonstrated that activation ofthe IL-6R JAK1 STAT3 pathway induced de novo resistance toirreversible EGFR-TKIs in NSCLC harboring T790M39,['STAT3']
26579470,Afatinibactivated IL-6R JAK1 STAT3 signaling via autocrine IL-6 produc-tion40,['STAT3']
26579470,Inhibition of the IL-6R JAK1 STAT3 signal pathway canreverse the resistance,['STAT3']
26579470,JAK1 activates STAT3 activity which isstopped rapidly by the major negative regulator suppressor ofcytokine signaling 3 SOCS3 in normal cells,['STAT3']
26579470,However associationof the IL-6 receptor with the EGFR can activate STAT3 in presenceof the inhibition of SOCS3 to JAK1 and JAK241,['STAT3']
26579470,Oncogenic CRKL activates the SOS1 RAS RAF ERK and SRC C3G RAP1 pathways,['SRC']
26579470,Ampliﬁcationof CRKL in EGFR-mutant cells induces resistance to geﬁtinib byactivating ERK and AKT signaling44,['AKT']
26579470,Beta1 subunit of integrin is an adhesion molecule sharingcommon downstream signaling elements with EGFR such asthe PI3K AKT and ERK1 2 pathways,"['AKT', 'PI3K']"
26579470,Subsequently researchers found that β1integrin activated an alternative survival pathway in breast cancercells harboring resistance to lafatinib which led to activation of β1integrin s downstream kinases FAK and SRC,['SRC']
26579470,49 identiﬁed the integrin β1 Src AKT signal pathway as a key mediator of acquired resistanceto EGFR-targeted anticancer drugs,"['AKT', 'SRC']"
26579470,This VEGF VEGFR2 signaling cascade via VEGFR2 PI3K mTOR induces anmTOR-dependent regulation of VEGF secretion30,"['MTOR', 'PI3K']"
26579470,Loss of PTEN,['PTEN']
26579470,PTEN dephosphorylates PI- 3 4 5 -triphosphate which mediatesactivation of AKT thereby negatively regulating the PI3K AKT mTOR pathway and leading to G1 cell cycle arrest and apoptosis,"['AKT', 'MTOR', 'PI3K', 'PTEN']"
26579470,In addition PTEN inhibits cell migration and spreading throughregulation of focal adhesion kinase as well as regulates p53 proteinlevels and activity,"['PTEN', 'P53']"
26579470,PTEN deleted on chromosome 10 is a tumor suppressor gene onchromosome 10q23,['PTEN']
26579470,The loss of PTEN hasonly been investigated in a small number of NSCLC cases,['PTEN']
26579470,However PTEN loss contributes to erlotinib resistance in EGFRmutant lung cancer by activation of AKT and EGFR54 55,"['AKT', 'PTEN']"
26579470,absence of PTEN protein expression is an independent prognosticmarker in early stage resected lung adenocarcinoma,['PTEN']
26579470,Inhibition ofthe PI3K AKT mTOR signal pathway can be an effective strategyto NSCLC harboring the EGFR activating mutations that acquiresresistance to both TKIs and radiotherapy due to PTEN loss56,"['AKT', 'MTOR', 'PI3K', 'PTEN']"
26579470,The PIK3CA gene encoding a catalytic subunit of the PI3K is mutated or ampliﬁed in various neoplasias including lungcancer,['PI3K']
26579470,he gene encoding BIM,['BIM']
26579470,BIM is a pro-apoptotic member of the B-cell CLL lymphoma-2 BCL-2 family and plays a critical role in inducing cell apoptosisand tumor metastasis,['BIM']
26579470,Consequently BIM has become the focus ofintense interest as a potential target for cancer chemotherapy,['BIM']
26579470,The poly-morphism switched BIM splicing from exon 4 to exon 3 whichresulted in expression of BIM isoforms lacking the pro-apoptoticBCL2-homology domain 3 BH3 61 Fig,['BIM']
26579470,Figure 4 Apoptosis pathway mediated by BIM,['BIM']
26579470,EMT may be induced bythe activation of AXL via the PI3K AKT pathway,"['AKT', 'PI3K']"
26579470,Other possible pathwaysor factors that have been reported to be associated with EMT includeIL-8 IL-6 Notch-1 SOX9 FoxO4 SRC and CRIPTO-165–69,['SRC']
26579470,Loss of PTENmTOR inhibitors AKT inhibitors––PIK3CA mutationEGFR-TKIsþPI3K inhibitorsGeﬁtinibþBKM12096,['AKT']
26579470,BIM mediates EGFR tyrosine kinase inhibitor-inducedapoptosis in lung cancers with oncogenic EGFR mutations,['BIM']
26579470,Activation of IL-6R JAK1 STAT3 signaling induces de novo resis-tance to irreversible EGFR inhibitors in non-small cell lung cancerwith T790M resistance mutation,['STAT3']
26579470,Erlotinib resistance in lung cancer cells mediated by integrin β1 Src Akt-driven bypass signaling,['SRC']
26579470,PTEN loss contributes to erlotinib resistance in EGFR-mutantlungcancerbyactivationofAktandEGFR,['PTEN']
26579470,Acommon BIM deletion polymorphism mediates intrinsic resistance andinferior responses to tyrosine kinase inhibitors in cancer,['BIM']
26579470,FTY720 induces apoptosis of chronic myelogen-ous leukemia cells via dual activation of BIM and BID and overcomesvarious types of resistance to tyrosine kinase inhibitors,['BIM']
26579470,Overcoming EMT-associated resistance to anti-cancer drugs via Src FAK pathway inhibition,['SRC']
26579470,K-RAS mutant pancreatic tumors show higher sensitivity to MEKthan to PI3K inhibition in vivo,['PI3K']
26675306,A second class of molecular inhibitors that has been employed in thetreatment of pediatric leukemias is one directed against serine threoninekinases such as MAP kinase phosphatidylinositol 3′-kinase PI3K andAurora kinase,['PI3K']
26675306,GDC-0941 and IC87114 two inhib-itors of PI3K directed against the alpha and delta subunits respectively reduced granulocyte macrophage-colony stimulating factor GM-CSF hypersensitivity in a mouse model of juvenile myelomonocytic leukemia[31],['PI3K']
26675306,PI3K AKT mTOR inhibitors,"['AKT', 'MTOR', 'PI3K']"
26675306,The PI3K AKT mTOR pathway is one of the most potent pro-survival signaling cascades [92] and its aberrant activation is a com-mon event in high-risk neuroblastoma patients [93],"['AKT', 'MTOR', 'PI3K']"
26675306,Perifosine is analkylphospholipid inhibitor of the PI3K AKT pathway which whenused as a single agent signiﬁcantly improved the survival of micebearing human neuroblastoma xenografts AS NGP BE2 andKCNR [94] and showed synergistic effects in combination withetoposide [95],"['AKT', 'PI3K']"
